Customer ID,Purchase Date,Drone Model,Price,Payment Method,Warranty,Usage Frequency,Purpose of Use,Customer Satisfaction,Customer Feedback
CUST4617,2023-07-23,Skydio 2,911.41,Cash,1 Year,Monthly,Aerial Photography,5,"For the price of 911.41, the Skydio 2 offers impressive performance. It's amazing for Aerial Photography."
CUST4618,2023-01-17,DJI Mini 2,1882.51,Debit Card,2 Years,Weekly,Professional Use,5,"For the price of 1882.51, the DJI Mini 2 offers satisfying performance. It's perfect for Professional Use."
CUST4619,2023-06-16,DJI Mini 2,1271.51,Cash,2 Years,Daily,Professional Use,4,"For the price of 1271.51, the DJI Mini 2 offers impressive performance. It's perfect for Professional Use."
CUST4620,2023-04-03,Parrot Anafi USA,442.3,Credit Card,1 Year,Weekly,Recreation,4,"For the price of 442.3, the Parrot Anafi USA offers outstanding performance. It's terrific for Recreation."
CUST4621,2023-02-08,Skydio 2,2218.73,Cash,No Warranty,Daily,Aerial Photography,4,"For the price of 2218.73, the Skydio 2 offers outstanding performance. It's terrific for Aerial Photography."
CUST4622,2023-01-13,Skydio X2,1170.48,Credit Card,2 Years,Weekly,Recreation,5,"For the price of 1170.48, the Skydio X2 offers outstanding performance. It's amazing for Recreation."
CUST4623,2023-08-10,DJI Mini 2,436.45,PayPal,No Warranty,Weekly,Recreation,2,The DJI Mini 2 is reliable and exceeded my expectations. It's amazing for Recreation.
CUST4624,2023-04-13,DJI Mavic Air 2,1448.99,Debit Card,No Warranty,Monthly,Professional Use,5,"For the price of 1448.99, the DJI Mavic Air 2 offers excellent performance. It's perfect for Professional Use."
CUST4625,2023-08-07,Autel EVO 2 Pro,1358.88,Credit Card,1 Year,Monthly,Professional Use,4,"For the price of 1358.88, the Autel EVO 2 Pro offers excellent performance. It's perfect for Professional Use."
CUST4626,2022-11-28,DJI Air 2S,1193.39,PayPal,No Warranty,Monthly,Professional Use,5,"For the price of 1193.39, the DJI Air 2S offers impressive performance. It's amazing for Professional Use."
CUST4627,2023-05-12,Autel EVO Lite+,1954.92,PayPal,No Warranty,Daily,Professional Use,5,"For the price of 1954.92, the Autel EVO Lite+ offers outstanding performance. It's exceptional for Professional Use."
CUST4628,2022-11-17,Skydio 2,1868.95,Cash,No Warranty,Monthly,Recreation,5,"For the price of 1868.95, the Skydio 2 offers outstanding performance. It's fantastic for Recreation."
CUST4629,2023-06-08,DJI Air 2S,376.89,Debit Card,No Warranty,Weekly,Recreation,3,"For the price of 376.89, the DJI Air 2S offers satisfying performance. It's terrific for Recreation."
CUST4630,2023-01-11,Skydio X2,1725.43,Credit Card,No Warranty,Daily,Aerial Photography,5,"For the price of 1725.43, the Skydio X2 offers excellent performance. It's perfect for Aerial Photography."
CUST4631,2023-02-16,DJI Mini 2,423.34,Cash,No Warranty,Weekly,Aerial Photography,4,"For the price of 423.34, the DJI Mini 2 offers reliable performance. It's terrific for Aerial Photography."
CUST4632,2022-11-05,Autel EVO Lite+,1915.76,Cash,No Warranty,Daily,Recreation,4,"For the price of 1915.76, the Autel EVO Lite+ offers impressive performance. It's perfect for Recreation."
CUST4633,2023-04-19,Autel EVO 2 Pro,1592.58,Cash,1 Year,Monthly,Recreation,4,"For the price of 1592.58, the Autel EVO 2 Pro offers impressive performance. It's exceptional for Recreation."
CUST4634,2023-05-26,DJI Air 2S,979.65,PayPal,No Warranty,Daily,Aerial Photography,5,The DJI Air 2S is satisfying and exceeded my expectations. It's perfect for Aerial Photography.
CUST4635,2022-10-05,Autel EVO Lite+,1998.63,Debit Card,1 Year,Monthly,Recreation,5,"For the price of 1998.63, the Autel EVO Lite+ offers outstanding performance. It's perfect for Recreation."
CUST4636,2023-04-04,DJI Mavic Air 2,1516.9,Cash,1 Year,Monthly,Professional Use,5,"For the price of 1516.9, the DJI Mavic Air 2 offers impressive performance. It's exceptional for Professional Use."
CUST4637,2022-12-19,Yuneec Typhoon H,987.89,Credit Card,2 Years,Daily,Professional Use,5,"For the price of 987.89, the Yuneec Typhoon H offers impressive performance. It's fantastic for Professional Use."
CUST4638,2022-11-05,Skydio 2,368.17,Debit Card,No Warranty,Daily,Professional Use,4,"For the price of 368.17, the Skydio 2 offers satisfying performance. It's terrific for Professional Use."
CUST4639,2022-12-25,Autel EVO Nano+,785.26,Debit Card,No Warranty,Monthly,Recreation,5,"For the price of 785.26, the Autel EVO Nano+ offers impressive performance. It's terrific for Recreation."
CUST4640,2023-05-20,DJI Air 2S,547.5,PayPal,2 Years,Weekly,Professional Use,5,"For the price of 547.5, the DJI Air 2S offers reliable performance. It's perfect for Professional Use."
CUST4641,2023-01-10,DJI Air 2S,2365.8,Credit Card,1 Year,Daily,Aerial Photography,4,"For the price of 2365.8, the DJI Air 2S offers excellent performance. It's amazing for Aerial Photography."
CUST4642,2023-08-04,Autel EVO Nano+,1841.88,Debit Card,1 Year,Daily,Professional Use,4,"For the price of 1841.88, the Autel EVO Nano+ offers impressive performance. It's perfect for Professional Use."
CUST4643,2023-03-01,Autel EVO Lite+,643.7,Cash,1 Year,Weekly,Aerial Photography,4,"For the price of 643.7, the Autel EVO Lite+ offers outstanding performance. It's terrific for Aerial Photography."
CUST4644,2022-12-05,Autel EVO Nano+,1557.58,Debit Card,2 Years,Weekly,Recreation,4,"For the price of 1557.58, the Autel EVO Nano+ offers outstanding performance. It's amazing for Recreation."
CUST4645,2023-07-23,Skydio 2,700.28,PayPal,2 Years,Monthly,Professional Use,5,"For the price of 700.28, the Skydio 2 offers outstanding performance. It's fantastic for Professional Use."
CUST4646,2023-04-13,Skydio 2,2240.29,Cash,No Warranty,Daily,Professional Use,5,"For the price of 2240.29, the Skydio 2 offers impressive performance. It's fantastic for Professional Use."
CUST4647,2022-11-07,Autel EVO Lite+,626.2,Cash,2 Years,Daily,Professional Use,4,"For the price of 626.2, the Autel EVO Lite+ offers satisfying performance. It's perfect for Professional Use."
CUST4648,2022-10-08,DJI Air 2S,1701.95,Cash,No Warranty,Daily,Recreation,5,"For the price of 1701.95, the DJI Air 2S offers outstanding performance. It's perfect for Recreation."
CUST4649,2023-09-02,Skydio 2,720.23,Cash,No Warranty,Weekly,Professional Use,4,"For the price of 720.23, the Skydio 2 offers satisfying performance. It's perfect for Professional Use."
CUST4650,2023-01-27,Autel EVO Nano+,541.43,Cash,2 Years,Daily,Recreation,3,"For the price of 541.43, the Autel EVO Nano+ offers excellent performance. It's terrific for Recreation."
CUST4651,2023-04-16,Parrot Anafi USA,1490.68,Cash,1 Year,Daily,Professional Use,4,"For the price of 1490.68, the Parrot Anafi USA offers impressive performance. It's exceptional for Professional Use."
CUST4652,2022-10-15,DJI Mini 2,996.08,Debit Card,1 Year,Monthly,Aerial Photography,3,"For the price of 996.08, the DJI Mini 2 offers reliable performance. It's exceptional for Aerial Photography."
CUST4653,2023-08-06,Autel EVO Nano+,683.01,Credit Card,1 Year,Monthly,Recreation,4,"For the price of 683.01, the Autel EVO Nano+ offers satisfying performance. It's terrific for Recreation."
CUST4654,2023-04-04,Skydio 2,458.05,Cash,1 Year,Weekly,Recreation,3,"For the price of 458.05, the Skydio 2 offers excellent performance. It's amazing for Recreation."
CUST4655,2023-04-30,Yuneec Typhoon H,2372.34,Cash,2 Years,Daily,Aerial Photography,4,"For the price of 2372.34, the Yuneec Typhoon H offers satisfying performance. It's amazing for Aerial Photography."
CUST4656,2022-12-01,Parrot Anafi USA,2300.6,PayPal,No Warranty,Daily,Recreation,4,"For the price of 2300.6, the Parrot Anafi USA offers reliable performance. It's perfect for Recreation."
CUST4657,2023-03-07,Autel EVO Lite+,426.48,Cash,No Warranty,Monthly,Recreation,4,I couldn't be happier with the Autel EVO Lite+. It's excellent and exceptional for Recreation.
CUST4658,2023-08-18,Autel EVO 2 Pro,579.95,PayPal,No Warranty,Weekly,Recreation,5,"For the price of 579.95, the Autel EVO 2 Pro offers outstanding performance. It's terrific for Recreation."
CUST4659,2023-02-24,Skydio 2,1200.95,PayPal,2 Years,Weekly,Aerial Photography,4,"For the price of 1200.95, the Skydio 2 offers reliable performance. It's fantastic for Aerial Photography."
CUST4660,2023-02-09,DJI Mini 2,1417.09,Credit Card,No Warranty,Weekly,Aerial Photography,4,"For the price of 1417.09, the DJI Mini 2 offers reliable performance. It's terrific for Aerial Photography."
CUST4661,2023-05-05,DJI Mini 2,1442.3,Cash,2 Years,Daily,Professional Use,5,"For the price of 1442.3, the DJI Mini 2 offers satisfying performance. It's perfect for Professional Use."
CUST4662,2023-08-09,DJI Mini 2,1226.51,Credit Card,1 Year,Monthly,Professional Use,5,"For the price of 1226.51, the DJI Mini 2 offers outstanding performance. It's amazing for Professional Use."
CUST4663,2023-02-08,Yuneec Typhoon H,1709.97,PayPal,No Warranty,Monthly,Aerial Photography,5,"For the price of 1709.97, the Yuneec Typhoon H offers impressive performance. It's amazing for Aerial Photography."
CUST4664,2023-05-15,DJI Mini 2,2464.83,Cash,2 Years,Daily,Professional Use,3,The DJI Mini 2 is reliable and exceeded my expectations. It's exceptional for Professional Use.
CUST4665,2022-12-21,DJI Mavic Air 2,2222.03,Credit Card,1 Year,Weekly,Aerial Photography,5,"For the price of 2222.03, the DJI Mavic Air 2 offers outstanding performance. It's fantastic for Aerial Photography."
CUST4666,2023-03-30,DJI Mini 2,1655.01,PayPal,No Warranty,Weekly,Professional Use,5,"For the price of 1655.01, the DJI Mini 2 offers satisfying performance. It's fantastic for Professional Use."
CUST4667,2023-08-08,DJI Air 2S,2273.98,Debit Card,1 Year,Monthly,Professional Use,5,"For the price of 2273.98, the DJI Air 2S offers outstanding performance. It's perfect for Professional Use."
CUST4668,2023-04-10,DJI Air 2S,1793.0,Debit Card,1 Year,Weekly,Recreation,4,I'm truly impressed with the DJI Air 2S. It's satisfying and perfect for Recreation.
CUST4669,2022-10-12,Autel EVO Lite+,1819.55,Credit Card,2 Years,Daily,Aerial Photography,5,I couldn't be happier with the Autel EVO Lite+. It's satisfying and fantastic for Aerial Photography.
CUST4670,2023-02-20,Yuneec Typhoon H,2157.15,Credit Card,No Warranty,Weekly,Professional Use,4,"For the price of 2157.15, the Yuneec Typhoon H offers reliable performance. It's terrific for Professional Use."
CUST4671,2022-10-09,Autel EVO 2 Pro,597.68,Cash,1 Year,Weekly,Professional Use,4,"For the price of 597.68, the Autel EVO 2 Pro offers impressive performance. It's perfect for Professional Use."
CUST4672,2022-11-23,DJI Mavic Air 2,1364.33,Credit Card,1 Year,Weekly,Professional Use,3,"For the price of 1364.33, the DJI Mavic Air 2 offers excellent performance. It's exceptional for Professional Use."
CUST4673,2023-04-22,Parrot Anafi USA,1754.33,Cash,1 Year,Monthly,Recreation,3,"For the price of 1754.33, the Parrot Anafi USA offers excellent performance. It's exceptional for Recreation."
CUST4674,2022-11-28,Skydio X2,1075.36,Credit Card,No Warranty,Daily,Recreation,4,"For the price of 1075.36, the Skydio X2 offers satisfying performance. It's terrific for Recreation."
CUST4675,2022-11-03,Parrot Anafi USA,538.69,Cash,2 Years,Weekly,Professional Use,4,I'm truly impressed with the Parrot Anafi USA. It's satisfying and exceptional for Professional Use.
CUST4676,2023-04-27,Yuneec Typhoon H,1332.78,Credit Card,2 Years,Monthly,Professional Use,4,"For the price of 1332.78, the Yuneec Typhoon H offers satisfying performance. It's terrific for Professional Use."
CUST4677,2022-10-14,Autel EVO 2 Pro,1658.19,Cash,No Warranty,Weekly,Aerial Photography,4,The Autel EVO 2 Pro is reliable and exceeded my expectations. It's exceptional for Aerial Photography.
CUST4678,2023-01-20,DJI Air 2S,966.04,PayPal,2 Years,Monthly,Professional Use,4,"For the price of 966.04, the DJI Air 2S offers outstanding performance. It's perfect for Professional Use."
CUST4679,2023-04-08,Parrot Anafi USA,1485.49,Credit Card,2 Years,Weekly,Professional Use,3,"For the price of 1485.49, the Parrot Anafi USA offers reliable performance. It's exceptional for Professional Use."
CUST4680,2022-10-06,Parrot Anafi USA,1853.63,Credit Card,2 Years,Daily,Aerial Photography,4,"For the price of 1853.63, the Parrot Anafi USA offers satisfying performance. It's terrific for Aerial Photography."
CUST4681,2023-05-17,DJI Mavic Air 2,627.99,Cash,2 Years,Weekly,Aerial Photography,5,"For the price of 627.99, the DJI Mavic Air 2 offers impressive performance. It's terrific for Aerial Photography."
CUST4682,2023-08-18,Skydio 2,2015.6,Debit Card,1 Year,Weekly,Professional Use,4,"For the price of 2015.6, the Skydio 2 offers satisfying performance. It's terrific for Professional Use."
CUST4683,2022-11-14,Yuneec Typhoon H,1475.9,PayPal,2 Years,Monthly,Aerial Photography,3,"For the price of 1475.9, the Yuneec Typhoon H offers reliable performance. It's exceptional for Aerial Photography."
CUST4684,2023-04-23,DJI Air 2S,1536.1,Credit Card,1 Year,Monthly,Aerial Photography,5,"For the price of 1536.1, the DJI Air 2S offers outstanding performance. It's terrific for Aerial Photography."
CUST4685,2023-03-02,DJI Mini 2,579.52,Debit Card,No Warranty,Monthly,Professional Use,4,I'm truly impressed with the DJI Mini 2. It's impressive and perfect for Professional Use.
CUST4686,2022-12-15,Yuneec Typhoon H,1688.94,Cash,1 Year,Monthly,Professional Use,5,"For the price of 1688.94, the Yuneec Typhoon H offers reliable performance. It's fantastic for Professional Use."
CUST4687,2022-10-27,Skydio X2,2317.26,PayPal,No Warranty,Weekly,Aerial Photography,3,The Skydio X2 is excellent and exceeded my expectations. It's exceptional for Aerial Photography.
CUST4688,2023-02-14,DJI Air 2S,2353.96,Cash,No Warranty,Weekly,Recreation,4,"For the price of 2353.96, the DJI Air 2S offers outstanding performance. It's perfect for Recreation."
CUST4689,2022-11-08,Yuneec Typhoon H,2473.16,Credit Card,2 Years,Weekly,Aerial Photography,4,"For the price of 2473.16, the Yuneec Typhoon H offers outstanding performance. It's terrific for Aerial Photography."
CUST4690,2022-12-23,Skydio 2,1978.45,Debit Card,No Warranty,Daily,Professional Use,4,"For the price of 1978.45, the Skydio 2 offers outstanding performance. It's exceptional for Professional Use."
CUST4691,2022-12-29,Skydio 2,2123.0,PayPal,1 Year,Daily,Aerial Photography,5,"For the price of 2123.0, the Skydio 2 offers excellent performance. It's fantastic for Aerial Photography."
CUST4692,2023-02-20,DJI Mini 2,312.4,PayPal,No Warranty,Weekly,Professional Use,4,"For the price of 312.4, the DJI Mini 2 offers impressive performance. It's terrific for Professional Use."
CUST4693,2023-03-07,DJI Mavic Air 2,524.92,Credit Card,No Warranty,Daily,Aerial Photography,3,"For the price of 524.92, the DJI Mavic Air 2 offers satisfying performance. It's terrific for Aerial Photography."
CUST4694,2023-02-22,Yuneec Typhoon H,2276.78,Debit Card,No Warranty,Weekly,Recreation,4,"For the price of 2276.78, the Yuneec Typhoon H offers satisfying performance. It's terrific for Recreation."
CUST4695,2023-04-25,Skydio X2,1937.72,Credit Card,2 Years,Monthly,Aerial Photography,4,"For the price of 1937.72, the Skydio X2 offers outstanding performance. It's terrific for Aerial Photography."
CUST4696,2023-06-30,Autel EVO Lite+,2441.47,Debit Card,2 Years,Weekly,Professional Use,5,"For the price of 2441.47, the Autel EVO Lite+ offers reliable performance. It's perfect for Professional Use."
CUST4697,2023-01-02,DJI Mavic Air 2,2255.36,PayPal,No Warranty,Weekly,Recreation,4,"For the price of 2255.36, the DJI Mavic Air 2 offers reliable performance. It's fantastic for Recreation."
CUST4698,2023-07-03,DJI Air 2S,1164.72,Credit Card,2 Years,Daily,Professional Use,5,"For the price of 1164.72, the DJI Air 2S offers outstanding performance. It's terrific for Professional Use."
CUST4699,2022-11-02,DJI Mini 2,1299.68,PayPal,2 Years,Weekly,Aerial Photography,5,"For the price of 1299.68, the DJI Mini 2 offers reliable performance. It's perfect for Aerial Photography."
CUST4700,2023-02-28,Parrot Anafi USA,2287.87,Debit Card,2 Years,Weekly,Recreation,4,"For the price of 2287.87, the Parrot Anafi USA offers reliable performance. It's fantastic for Recreation."
CUST4701,2023-06-02,DJI Mavic Air 2,1723.64,PayPal,2 Years,Monthly,Professional Use,4,"For the price of 1723.64, the DJI Mavic Air 2 offers reliable performance. It's terrific for Professional Use."
CUST4702,2023-04-10,DJI Air 2S,873.28,PayPal,No Warranty,Weekly,Aerial Photography,3,"For the price of 873.28, the DJI Air 2S offers satisfying performance. It's exceptional for Aerial Photography."
CUST4703,2023-06-12,Autel EVO Nano+,2386.94,PayPal,1 Year,Daily,Professional Use,5,"For the price of 2386.94, the Autel EVO Nano+ offers outstanding performance. It's fantastic for Professional Use."
CUST4704,2023-04-09,Skydio X2,327.78,Credit Card,2 Years,Weekly,Aerial Photography,5,"For the price of 327.78, the Skydio X2 offers satisfying performance. It's fantastic for Aerial Photography."
CUST4705,2023-08-27,Yuneec Typhoon H,2027.61,Cash,2 Years,Weekly,Recreation,5,"For the price of 2027.61, the Yuneec Typhoon H offers impressive performance. It's amazing for Recreation."
CUST4706,2023-03-28,Autel EVO 2 Pro,1594.75,PayPal,1 Year,Daily,Recreation,4,"For the price of 1594.75, the Autel EVO 2 Pro offers excellent performance. It's perfect for Recreation."
CUST4707,2023-04-28,Autel EVO Nano+,2224.51,Credit Card,No Warranty,Monthly,Professional Use,5,"For the price of 2224.51, the Autel EVO Nano+ offers impressive performance. It's perfect for Professional Use."
CUST4708,2023-04-17,DJI Mavic Air 2,2146.51,Credit Card,No Warranty,Weekly,Professional Use,4,"For the price of 2146.51, the DJI Mavic Air 2 offers reliable performance. It's fantastic for Professional Use."
CUST4709,2023-08-18,Skydio X2,2421.54,Credit Card,No Warranty,Daily,Aerial Photography,4,"For the price of 2421.54, the Skydio X2 offers outstanding performance. It's perfect for Aerial Photography."
CUST4710,2022-12-17,Yuneec Typhoon H,2072.58,Cash,2 Years,Monthly,Professional Use,5,"For the price of 2072.58, the Yuneec Typhoon H offers reliable performance. It's fantastic for Professional Use."
CUST4711,2023-04-23,Skydio 2,2179.53,Debit Card,No Warranty,Weekly,Aerial Photography,3,"For the price of 2179.53, the Skydio 2 offers excellent performance. It's terrific for Aerial Photography."
CUST4712,2023-02-19,Skydio 2,693.23,Cash,No Warranty,Weekly,Aerial Photography,5,"For the price of 693.23, the Skydio 2 offers impressive performance. It's fantastic for Aerial Photography."
CUST4713,2023-04-30,Autel EVO Nano+,892.47,Cash,1 Year,Weekly,Professional Use,4,"For the price of 892.47, the Autel EVO Nano+ offers outstanding performance. It's exceptional for Professional Use."
CUST4714,2023-07-06,Autel EVO Nano+,1790.58,Cash,2 Years,Monthly,Aerial Photography,5,"For the price of 1790.58, the Autel EVO Nano+ offers outstanding performance. It's fantastic for Aerial Photography."
CUST4715,2023-03-19,DJI Mavic Air 2,2075.88,Credit Card,1 Year,Daily,Aerial Photography,2,"For the price of 2075.88, the DJI Mavic Air 2 offers reliable performance. It's amazing for Aerial Photography."
CUST4716,2023-05-02,DJI Air 2S,828.25,Credit Card,No Warranty,Daily,Professional Use,4,"For the price of 828.25, the DJI Air 2S offers satisfying performance. It's terrific for Professional Use."
CUST4717,2023-02-24,Skydio X2,434.28,Credit Card,2 Years,Monthly,Recreation,5,"For the price of 434.28, the Skydio X2 offers excellent performance. It's fantastic for Recreation."
CUST4718,2023-04-08,DJI Mavic Air 2,624.22,Debit Card,1 Year,Weekly,Professional Use,4,"For the price of 624.22, the DJI Mavic Air 2 offers satisfying performance. It's perfect for Professional Use."
CUST4719,2023-04-01,DJI Mini 2,365.58,Cash,2 Years,Monthly,Recreation,5,"For the price of 365.58, the DJI Mini 2 offers reliable performance. It's fantastic for Recreation."
CUST4720,2022-10-11,Yuneec Typhoon H,670.55,Credit Card,1 Year,Daily,Recreation,4,"For the price of 670.55, the Yuneec Typhoon H offers reliable performance. It's fantastic for Recreation."
CUST4721,2023-04-30,Autel EVO Nano+,2093.85,PayPal,No Warranty,Daily,Professional Use,5,"For the price of 2093.85, the Autel EVO Nano+ offers satisfying performance. It's fantastic for Professional Use."
CUST4722,2023-07-03,Autel EVO Nano+,1279.59,Debit Card,2 Years,Daily,Professional Use,5,"For the price of 1279.59, the Autel EVO Nano+ offers impressive performance. It's exceptional for Professional Use."
CUST4723,2022-12-07,DJI Mavic Air 2,1195.77,Cash,No Warranty,Weekly,Recreation,4,"For the price of 1195.77, the DJI Mavic Air 2 offers excellent performance. It's amazing for Recreation."
CUST4724,2022-10-28,Autel EVO 2 Pro,1205.82,Credit Card,2 Years,Monthly,Professional Use,4,"For the price of 1205.82, the Autel EVO 2 Pro offers impressive performance. It's fantastic for Professional Use."
CUST4725,2023-03-10,Parrot Anafi USA,450.28,PayPal,1 Year,Monthly,Professional Use,5,The Parrot Anafi USA is outstanding and exceeded my expectations. It's exceptional for Professional Use.
CUST4726,2022-12-25,Autel EVO Nano+,720.89,PayPal,2 Years,Daily,Professional Use,4,"For the price of 720.89, the Autel EVO Nano+ offers satisfying performance. It's terrific for Professional Use."
CUST4727,2022-10-20,Parrot Anafi USA,1434.99,PayPal,No Warranty,Weekly,Aerial Photography,4,"For the price of 1434.99, the Parrot Anafi USA offers outstanding performance. It's amazing for Aerial Photography."
CUST4728,2022-10-15,DJI Mavic Air 2,676.22,Cash,No Warranty,Weekly,Professional Use,5,"For the price of 676.22, the DJI Mavic Air 2 offers outstanding performance. It's perfect for Professional Use."
CUST4729,2022-12-27,DJI Air 2S,1815.58,Cash,No Warranty,Weekly,Aerial Photography,4,"For the price of 1815.58, the DJI Air 2S offers satisfying performance. It's fantastic for Aerial Photography."
CUST4730,2023-08-16,Autel EVO Nano+,1459.26,Credit Card,2 Years,Weekly,Aerial Photography,4,"For the price of 1459.26, the Autel EVO Nano+ offers impressive performance. It's terrific for Aerial Photography."
CUST4731,2023-08-25,Skydio 2,1866.51,Credit Card,No Warranty,Daily,Aerial Photography,4,"For the price of 1866.51, the Skydio 2 offers reliable performance. It's terrific for Aerial Photography."
CUST4732,2023-07-02,Autel EVO Lite+,566.35,Debit Card,1 Year,Monthly,Professional Use,5,"For the price of 566.35, the Autel EVO Lite+ offers impressive performance. It's amazing for Professional Use."
CUST4733,2023-06-23,Autel EVO 2 Pro,2253.26,Credit Card,No Warranty,Daily,Recreation,5,"For the price of 2253.26, the Autel EVO 2 Pro offers outstanding performance. It's fantastic for Recreation."
CUST4734,2022-10-22,Autel EVO 2 Pro,1049.69,Cash,No Warranty,Daily,Professional Use,4,"For the price of 1049.69, the Autel EVO 2 Pro offers outstanding performance. It's terrific for Professional Use."
CUST4735,2022-11-02,DJI Mavic Air 2,2034.61,Credit Card,1 Year,Weekly,Professional Use,3,"For the price of 2034.61, the DJI Mavic Air 2 offers satisfying performance. It's terrific for Professional Use."
CUST4736,2023-04-01,Skydio X2,648.26,Debit Card,No Warranty,Weekly,Professional Use,3,"For the price of 648.26, the Skydio X2 offers excellent performance. It's exceptional for Professional Use."
CUST4737,2022-11-20,DJI Air 2S,829.91,Debit Card,1 Year,Daily,Recreation,3,"For the price of 829.91, the DJI Air 2S offers reliable performance. It's exceptional for Recreation."
CUST4738,2023-04-19,Autel EVO Lite+,2439.46,Credit Card,No Warranty,Weekly,Professional Use,5,"For the price of 2439.46, the Autel EVO Lite+ offers impressive performance. It's exceptional for Professional Use."
CUST4739,2023-01-19,DJI Air 2S,2465.9,Cash,No Warranty,Daily,Recreation,4,"For the price of 2465.9, the DJI Air 2S offers satisfying performance. It's amazing for Recreation."
CUST4740,2022-11-07,DJI Mini 2,1141.81,Credit Card,2 Years,Weekly,Professional Use,5,"For the price of 1141.81, the DJI Mini 2 offers reliable performance. It's perfect for Professional Use."
CUST4741,2023-01-21,Autel EVO Lite+,2102.98,Cash,1 Year,Daily,Recreation,2,"For the price of 2102.98, the Autel EVO Lite+ offers reliable performance. It's amazing for Recreation."
CUST4742,2023-08-19,DJI Mini 2,1556.15,Debit Card,1 Year,Monthly,Aerial Photography,5,"For the price of 1556.15, the DJI Mini 2 offers reliable performance. It's fantastic for Aerial Photography."
CUST4743,2023-07-07,Parrot Anafi USA,980.04,PayPal,1 Year,Monthly,Professional Use,3,"For the price of 980.04, the Parrot Anafi USA offers excellent performance. It's exceptional for Professional Use."
CUST4744,2023-01-24,DJI Mavic Air 2,873.77,Debit Card,No Warranty,Daily,Aerial Photography,4,"For the price of 873.77, the DJI Mavic Air 2 offers impressive performance. It's fantastic for Aerial Photography."
CUST4745,2023-04-12,DJI Air 2S,1799.89,PayPal,No Warranty,Monthly,Recreation,5,I'm truly impressed with the DJI Air 2S. It's satisfying and fantastic for Recreation.
CUST4746,2023-03-14,DJI Mavic Air 2,2074.39,Cash,2 Years,Monthly,Professional Use,5,"For the price of 2074.39, the DJI Mavic Air 2 offers outstanding performance. It's perfect for Professional Use."
CUST4747,2023-06-07,Skydio 2,475.65,Debit Card,1 Year,Daily,Professional Use,3,I'm truly impressed with the Skydio 2. It's reliable and exceptional for Professional Use.
CUST4748,2022-11-15,DJI Mini 2,1536.68,Debit Card,1 Year,Daily,Aerial Photography,4,"For the price of 1536.68, the DJI Mini 2 offers impressive performance. It's exceptional for Aerial Photography."
CUST4749,2022-10-07,Autel EVO 2 Pro,1916.56,Cash,No Warranty,Weekly,Professional Use,5,I couldn't be happier with the Autel EVO 2 Pro. It's outstanding and terrific for Professional Use.
CUST4750,2022-10-17,Parrot Anafi USA,1203.17,Debit Card,1 Year,Monthly,Aerial Photography,4,"For the price of 1203.17, the Parrot Anafi USA offers satisfying performance. It's fantastic for Aerial Photography."
CUST4751,2023-08-14,DJI Mavic Air 2,1400.17,Cash,1 Year,Weekly,Aerial Photography,4,"For the price of 1400.17, the DJI Mavic Air 2 offers excellent performance. It's terrific for Aerial Photography."
CUST4752,2023-01-31,Autel EVO Lite+,2420.48,Cash,2 Years,Monthly,Professional Use,4,"For the price of 2420.48, the Autel EVO Lite+ offers outstanding performance. It's fantastic for Professional Use."
CUST4753,2023-03-05,Skydio X2,2446.62,PayPal,No Warranty,Monthly,Professional Use,4,"For the price of 2446.62, the Skydio X2 offers impressive performance. It's terrific for Professional Use."
CUST4754,2022-11-17,Skydio 2,570.87,PayPal,1 Year,Weekly,Aerial Photography,5,"For the price of 570.87, the Skydio 2 offers satisfying performance. It's perfect for Aerial Photography."
CUST4755,2023-06-21,Parrot Anafi USA,373.72,Debit Card,2 Years,Daily,Aerial Photography,5,"For the price of 373.72, the Parrot Anafi USA offers excellent performance. It's perfect for Aerial Photography."
CUST4756,2023-04-07,DJI Mavic Air 2,2056.09,Debit Card,2 Years,Weekly,Professional Use,4,"For the price of 2056.09, the DJI Mavic Air 2 offers reliable performance. It's fantastic for Professional Use."
CUST4757,2023-06-14,DJI Mavic Air 2,1155.49,Debit Card,2 Years,Monthly,Recreation,3,"For the price of 1155.49, the DJI Mavic Air 2 offers excellent performance. It's exceptional for Recreation."
CUST4758,2023-08-11,Autel EVO 2 Pro,1361.84,Cash,2 Years,Monthly,Recreation,5,I couldn't be happier with the Autel EVO 2 Pro. It's impressive and exceptional for Recreation.
CUST4759,2023-03-29,DJI Mavic Air 2,2077.59,PayPal,No Warranty,Monthly,Recreation,5,"For the price of 2077.59, the DJI Mavic Air 2 offers outstanding performance. It's perfect for Recreation."
CUST4760,2023-01-05,Parrot Anafi USA,741.89,Cash,1 Year,Monthly,Professional Use,4,"For the price of 741.89, the Parrot Anafi USA offers outstanding performance. It's amazing for Professional Use."
CUST4761,2022-11-10,Autel EVO 2 Pro,2193.79,Debit Card,2 Years,Monthly,Aerial Photography,4,"For the price of 2193.79, the Autel EVO 2 Pro offers reliable performance. It's terrific for Aerial Photography."
CUST4762,2022-11-14,Autel EVO Lite+,843.73,Credit Card,1 Year,Daily,Professional Use,5,"For the price of 843.73, the Autel EVO Lite+ offers satisfying performance. It's fantastic for Professional Use."
CUST4763,2023-08-20,Parrot Anafi USA,1021.15,Credit Card,No Warranty,Weekly,Recreation,5,"For the price of 1021.15, the Parrot Anafi USA offers impressive performance. It's terrific for Recreation."
